transaction_id,vendor_id,transaction_date,transaction_type,amount,currency,account_id,account_name,description,status,invoice_number,reference_number,notes
TXN0069577,V00369,2023-10-03,Refund,9.5,USD,1006,Short-term Debt,Transaction for V00369,Completed,INV604263,REF42775,Data quality issue
TXN0069578,V00122,2023-07-24,Payment,490.78,USD,1018,Utilities,Transaction for V00122,Completed,INV905286,,
TXN0069579,V00278,2023-08-20,Refund,1055.02,USD,1022,Maintenance,Transaction for V00278,Pending,INV515598,REF68801,
TXN0069580,V00230,2025-09-27,Expense,88.43,USD,1006,Short-term Debt,Transaction for V00230,Hold,INV770307,REF11375,
TXN0069581,V00313,2025-03-12,Expense,14651.53,USD,1005,Accounts Payable,Transaction for V00313,Completed,,,
TXN0069582,V00540,2024-06-29,Refund,450.58,USD,1012,Product Sales,Transaction for V00540,Hold,INV562524,REF51930,
TXN0069583,V00462,2024-02-27,Payment,1220.54,USD,1008,Accrued Expenses,Transaction for V00462,Completed,,REF47824,
TXN0069584,V00323,2023-02-06,Refund,742.21,USD,1017,Rent,Transaction for V00323,Completed,,,
TXN0069585,V00537,2025-08-21,Invoice,2853.09,USD,1030,Research & Development,Transaction for V00537,Hold,INV349056,REF75524,Data quality issue
TXN0069586,V00254,2025-12-06,Refund,332.31,USD,1029,Shipping & Logistics,Transaction for V00254,Completed,INV980514,,Data quality issue
TXN0069587,V00262,2025-09-15,Invoice,38.58,USD,1023,Insurance,Transaction for V00262,Hold,,REF72988,
TXN0069588,V00334,2024-05-06,Credit Memo,1500.23,USD,1017,Rent,Transaction for V00334,Completed,INV869071,,
TXN0069589,V00227,2024-07-06,Invoice,42.56,USD,1026,Vendor Payments,Transaction for V00227,Completed,INV366606,REF45793,Data quality issue
TXN0069590,V00396,2024-07-04,Expense,57.95,USD,1017,Rent,Transaction for V00396,Rejected,,,
TXN0069591,V00177,2024-09-14,Expense,99.78,USD,1023,Insurance,Transaction for V00177,Completed,INV572678,REF85831,
TXN0069592,V00408,2024-06-29,Invoice,66.23,USD,1017,Rent,Transaction for V00408,Rejected,INV909384,REF72746,
TXN0069593,V00043,2024-09-29,Expense,1532.12,USD,1024,Professional Services,Transaction for V00043,Hold,INV843601,REF83088,
TXN0069594,V00462,2024-10-10,Invoice,549.51,USD,1027,Payroll Tax,Transaction for V00462,Completed,INV823188,REF39735,
TXN0069595,V00448,2025-06-24,Expense,882.11,USD,1026,Vendor Payments,Transaction for V00448,Hold,INV818235,REF67912,
TXN0069596,V00514,2024-08-09,Payment,641.19,USD,1018,Utilities,Transaction for V00514,Rejected,INV874648,REF53192,
TXN0069597,V00013,2025-03-11,Refund,185.75,USD,1014,Subscription Revenue,Transaction for V00013,Hold,,REF54276,
TXN0069598,V00383,2023-05-28,Refund,6160.99,USD,1020,Travel,Transaction for V00383,Completed,INV325744,,
TXN0069599,V00400,2023-05-27,Invoice,2077.69,USD,1014,Subscription Revenue,Transaction for V00400,Hold,INV787400,REF64839,
TXN0069600,V00113,2025-05-27,Credit Memo,32.49,USD,1024,Professional Services,Transaction for V00113,Hold,INV674899,,
TXN0069601,V00055,2023-02-09,Expense,858.41,USD,1021,Marketing,Transaction for V00055,Pending,INV714186,REF47823,
TXN0069602,V00108,2025-10-22,Refund,570.56,USD,1014,Subscription Revenue,Transaction for V00108,Completed,INV480157,REF25386,
TXN0069603,V00364,2024-12-31,Credit Memo,44906.44,USD,1028,Benefits,Transaction for V00364,Completed,INV888569,,
TXN0069604,V00144,2024-09-28,Invoice,117.73,USD,1018,Utilities,Transaction for V00144,Hold,INV446252,REF52459,
TXN0069605,V00063,2024-03-13,Credit Memo,5.19,USD,1010,Retained Earnings,Transaction for V00063,Rejected,,,
TXN0069606,V00226,2024-06-26,Refund,101.43,USD,1022,Maintenance,Transaction for V00226,Completed,INV239805,REF94401,
TXN0069607,V00504,2024-06-18,Payment,38.92,USD,1018,Utilities,Transaction for V00504,Pending,,REF39779,
TXN0069608,V00462,2025-04-14,Credit Memo,4906.31,USD,1000,Cash,Transaction for V00462,Rejected,INV215371,,
TXN0069609,V00348,2025-02-16,Payment,395.75,USD,1016,Salaries & Wages,Transaction for V00348,Pending,INV865776,REF35867,
TXN0069610,V00504,2024-10-03,Refund,429.85,USD,1020,Travel,Transaction for V00504,Pending,,,
TXN0069611,V00431,2025-12-21,Expense,107.99,USD,1025,Depreciation,Transaction for V00431,Completed,INV864799,REF81722,
TXN0069612,V00120,2024-01-16,Payment,1389.4,USD,1002,Inventory,Transaction for V00120,Hold,INV178656,REF71961,
TXN0069613,V00192,2025-02-06,Invoice,1610.44,USD,1018,Utilities,Transaction for V00192,Rejected,INV310497,REF82761,Data quality issue
TXN0069614,V00153,2024-12-21,Invoice,327.28,USD,1030,Research & Development,Transaction for V00153,Completed,INV237851,REF23841,
TXN0069615,V00377,2025-09-14,Invoice,494.11,USD,1008,Accrued Expenses,Transaction for V00377,Completed,INV548977,REF47287,
TXN0069616,V00010,2025-11-19,Expense,15.91,USD,1003,Equipment,Transaction for V00010,Completed,INV972683,REF40070,
TXN0069617,V00305,2025-09-18,Expense,2528.83,USD,1007,Long-term Debt,Transaction for V00305,Pending,,REF56674,
TXN0069618,V00494,2024-10-02,Refund,118.27,USD,1014,Subscription Revenue,Transaction for V00494,Hold,INV522669,REF10047,
TXN0069619,V00145,2024-06-06,Refund,1426.82,USD,1027,Payroll Tax,Transaction for V00145,Hold,INV810993,REF37385,
TXN0069620,V00282,2024-09-09,Invoice,3.73,USD,1018,Utilities,Transaction for V00282,Pending,INV705442,REF20170,
TXN0069621,V00514,2024-12-30,Expense,1845.49,USD,1019,Office Supplies,Transaction for V00514,Rejected,INV962332,,Data quality issue
TXN0069622,V00087,2025-07-01,Expense,72.55,USD,1026,Vendor Payments,Transaction for V00087,Hold,INV264180,REF37286,
TXN0069623,V00393,2025-11-21,Invoice,995.54,USD,1003,Equipment,Transaction for V00393,Completed,INV809853,REF69282,
TXN0069624,V00497,2025-01-10,Credit Memo,260.39,USD,1003,Equipment,Transaction for V00497,Pending,,REF96464,
TXN0069625,V00017,2024-11-21,Credit Memo,39.99,USD,1010,Retained Earnings,Transaction for V00017,Completed,,REF66354,
TXN0069626,V00058,2024-11-12,Invoice,889.07,USD,1003,Equipment,Transaction for V00058,Rejected,,REF11418,
TXN0069627,V00368,2024-05-04,Payment,940.7,USD,1026,Vendor Payments,Transaction for V00368,Rejected,INV406328,REF59127,Data quality issue
TXN0069628,V00254,2024-07-26,Invoice,9.84,USD,1006,Short-term Debt,Transaction for V00254,Completed,,,
TXN0069629,V00397,2025-11-11,Refund,1943.41,USD,1020,Travel,Transaction for V00397,Completed,,REF40508,
TXN0069630,V00290,2024-10-08,Invoice,3211.9,USD,1007,Long-term Debt,Transaction for V00290,Pending,INV680257,,Data quality issue
TXN0069631,V00397,2024-01-16,Payment,42.23,USD,1016,Salaries & Wages,Transaction for V00397,Hold,INV593297,REF89435,
TXN0069632,V00396,2023-09-06,Expense,997.14,USD,1023,Insurance,Transaction for V00396,Rejected,INV324482,REF69991,
TXN0069633,V00393,2025-10-01,Expense,116.05,USD,1021,Marketing,Transaction for V00393,Pending,INV553325,REF83357,
TXN0069634,V00548,2024-06-02,Payment,1672.16,USD,1009,Common Stock,Transaction for V00548,Hold,,,
TXN0069635,V00409,2025-08-13,Expense,6080.71,USD,1004,Prepaid Expenses,Transaction for V00409,Pending,,REF51357,
TXN0069636,V00323,2023-01-06,Credit Memo,4552.4,USD,1026,Vendor Payments,Transaction for V00323,Hold,,REF22553,Data quality issue
TXN0069637,V00507,2025-01-22,Payment,100.37,USD,1008,Accrued Expenses,Transaction for V00507,Completed,,,
TXN0069638,V00462,2023-05-05,Credit Memo,7.48,USD,1027,Payroll Tax,Transaction for V00462,Pending,INV766921,,Data quality issue
TXN0069639,V00394,2024-10-26,Invoice,756.02,USD,1024,Professional Services,Transaction for V00394,Hold,,,
TXN0069640,V00059,2024-07-29,Credit Memo,1892.92,USD,1019,Office Supplies,Transaction for V00059,Rejected,INV262346,REF31003,
TXN0069641,V00178,2023-03-04,Payment,2992.79,USD,1011,Additional Paid-in Capital,Transaction for V00178,Completed,INV506675,,Data quality issue
TXN0069642,V00059,2024-07-05,Payment,516.12,USD,1018,Utilities,Transaction for V00059,Completed,INV614861,REF93274,
TXN0069643,V00502,2025-05-02,Payment,24.67,USD,1028,Benefits,Transaction for V00502,Pending,,REF57719,
TXN0069644,V00398,2023-06-19,Invoice,102.48,USD,1021,Marketing,Transaction for V00398,Pending,,,
TXN0069645,V00053,2024-07-23,Expense,364.1,USD,1002,Inventory,Transaction for V00053,Rejected,,,
TXN0069646,V00437,2025-07-26,Expense,796.47,USD,1025,Depreciation,Transaction for V00437,Hold,INV569709,REF53304,
TXN0069647,V00188,2025-04-11,Payment,314.08,USD,1018,Utilities,Transaction for V00188,Hold,INV332347,REF63169,
TXN0069648,V00377,2023-01-11,Invoice,1267.43,USD,1028,Benefits,Transaction for V00377,Hold,INV653255,REF98141,
TXN0069649,V00390,2024-04-18,Credit Memo,56.79,USD,1007,Long-term Debt,Transaction for V00390,Completed,INV270424,,
TXN0069650,V00377,2025-01-23,Refund,12519.72,USD,1027,Payroll Tax,Transaction for V00377,Rejected,INV401246,,
TXN0069651,V00472,2025-10-31,Invoice,8.26,USD,1009,Common Stock,Transaction for V00472,Hold,INV897832,REF98421,
TXN0069652,V00153,2023-04-28,Expense,2594.74,USD,1009,Common Stock,Transaction for V00153,Completed,INV699439,REF24755,
TXN0069653,V00422,2025-02-15,Payment,57.0,USD,1028,Benefits,Transaction for V00422,Completed,INV263615,REF47537,
TXN0069654,V00203,2023-06-28,Credit Memo,344.22,USD,1023,Insurance,Transaction for V00203,Rejected,INV963358,REF99977,
TXN0069655,V00161,2024-04-19,Invoice,1793.4,USD,1018,Utilities,Transaction for V00161,Completed,INV810947,,
TXN0069656,V00431,2024-01-22,Invoice,11779.25,USD,1003,Equipment,Transaction for V00431,Pending,INV640758,REF54405,
TXN0069657,V00116,2023-05-11,Credit Memo,11389.96,USD,1010,Retained Earnings,Transaction for V00116,Pending,INV621956,,
TXN0069658,V00150,2025-09-20,Invoice,2.48,USD,1029,Shipping & Logistics,Transaction for V00150,Hold,,,
TXN0069659,V00243,2024-01-25,Refund,564.43,USD,1005,Accounts Payable,Transaction for V00243,Pending,INV851857,REF79233,
TXN0069660,V00425,2025-08-07,Invoice,416.6,USD,1000,Cash,Transaction for V00425,Rejected,INV220872,REF87548,
TXN0069661,V00262,2024-01-16,Refund,819.68,USD,1016,Salaries & Wages,Transaction for V00262,Hold,INV382136,REF60957,
TXN0069662,V00548,2024-09-22,Payment,458.5,USD,1019,Office Supplies,Transaction for V00548,Pending,INV973276,,
TXN0069663,V00444,2023-06-20,Payment,95.34,USD,1029,Shipping & Logistics,Transaction for V00444,Rejected,INV704060,,
TXN0069664,V00141,2025-10-23,Credit Memo,151.29,USD,1008,Accrued Expenses,Transaction for V00141,Completed,INV922119,REF69902,
TXN0069665,V00144,2025-06-29,Refund,15.97,USD,1006,Short-term Debt,Transaction for V00144,Completed,INV548853,REF98581,
TXN0069666,V00127,2024-01-09,Invoice,114.99,USD,1012,Product Sales,Transaction for V00127,Rejected,,REF47240,
TXN0069667,V00547,2025-12-31,Refund,28.84,USD,1030,Research & Development,Transaction for V00547,Hold,,REF59888,
TXN0069668,V00290,2024-09-03,Invoice,635.21,USD,1015,Consulting,Transaction for V00290,Rejected,,,
TXN0069669,V00043,2023-09-25,Payment,32.44,USD,1015,Consulting,Transaction for V00043,Rejected,INV543868,,
TXN0069670,V00364,2023-02-13,Expense,2182.78,USD,1018,Utilities,Transaction for V00364,Hold,INV548744,REF43790,
TXN0069671,V00421,2025-10-03,Refund,1502.3,USD,1018,Utilities,Transaction for V00421,Pending,INV773799,REF96889,
TXN0069672,V00140,2023-05-06,Expense,719.99,USD,1024,Professional Services,Transaction for V00140,Completed,INV495173,REF23529,
TXN0069673,V00116,2024-06-26,Refund,461.69,USD,1004,Prepaid Expenses,Transaction for V00116,Completed,INV358317,REF23481,
TXN0069674,V00108,2024-12-21,Expense,1894.61,USD,1031,Software Licenses,Transaction for V00108,Completed,INV173369,REF17233,
TXN0069675,V00146,2025-01-02,Payment,18791.67,USD,1016,Salaries & Wages,Transaction for V00146,Pending,,,
TXN0069676,V00422,2025-12-24,Refund,4281.46,USD,1028,Benefits,Transaction for V00422,Completed,INV106531,,
TXN0069677,V00063,2024-02-04,Refund,411.29,USD,1009,Common Stock,Transaction for V00063,Rejected,,REF96613,
TXN0069678,V00010,2025-08-26,Credit Memo,1014.05,USD,1004,Prepaid Expenses,Transaction for V00010,Pending,INV807852,REF43725,
TXN0069679,V00087,2023-06-16,Payment,16.8,USD,1027,Payroll Tax,Transaction for V00087,Rejected,INV445055,REF32504,
TXN0069680,V00042,2024-10-09,Invoice,1129.44,USD,1008,Accrued Expenses,Transaction for V00042,Hold,INV779275,REF72774,
TXN0069681,V00022,2024-12-12,Expense,93.18,USD,1018,Utilities,Transaction for V00022,Hold,INV654516,REF61285,
TXN0069682,V00192,2024-01-24,Credit Memo,7.96,USD,1026,Vendor Payments,Transaction for V00192,Pending,,REF65647,
TXN0069683,V00053,2023-08-17,Payment,1501.18,USD,1016,Salaries & Wages,Transaction for V00053,Rejected,,,
TXN0069684,V00499,2024-07-17,Invoice,133.49,USD,1005,Accounts Payable,Transaction for V00499,Hold,INV512323,REF64696,
TXN0069685,V00127,2024-11-11,Refund,20.63,USD,1014,Subscription Revenue,Transaction for V00127,Completed,,,
TXN0069686,V00459,2025-10-08,Refund,436.39,USD,1021,Marketing,Transaction for V00459,Rejected,INV225953,REF42408,
TXN0069687,V00313,2025-05-31,Expense,43.38,USD,1027,Payroll Tax,Transaction for V00313,Hold,,REF14054,
TXN0069688,V00178,2023-04-01,Refund,66.01,USD,1011,Additional Paid-in Capital,Transaction for V00178,Completed,,,
TXN0069689,V00058,2024-07-09,Credit Memo,731.86,USD,1029,Shipping & Logistics,Transaction for V00058,Rejected,INV212564,REF22456,
TXN0069690,V00395,2023-03-17,Refund,7.58,USD,1030,Research & Development,Transaction for V00395,Hold,INV161745,REF68245,
TXN0069691,V00228,2023-05-05,Credit Memo,886.45,USD,1023,Insurance,Transaction for V00228,Pending,INV262965,REF47884,
TXN0069692,V00200,2025-05-17,Credit Memo,47.2,USD,1007,Long-term Debt,Transaction for V00200,Rejected,INV842062,REF88935,Data quality issue
TXN0069693,V00108,2023-05-05,Invoice,282.44,USD,1007,Long-term Debt,Transaction for V00108,Rejected,INV829999,REF17557,
TXN0069694,V00444,2024-05-23,Expense,90.44,USD,1007,Long-term Debt,Transaction for V00444,Completed,INV617939,REF72808,
TXN0069695,V00373,2023-11-15,Refund,48.14,USD,1007,Long-term Debt,Transaction for V00373,Rejected,,,Data quality issue
TXN0069696,V00385,2024-09-30,Invoice,1793.12,USD,1022,Maintenance,Transaction for V00385,Pending,INV219901,REF59069,
TXN0069697,V00451,2024-02-11,Expense,5440.61,USD,1005,Accounts Payable,Transaction for V00451,Pending,INV333477,REF39545,
TXN0069698,V00282,2024-06-24,Expense,391.12,USD,1025,Depreciation,Transaction for V00282,Rejected,,,
TXN0069699,V00323,2025-08-09,Credit Memo,302.36,USD,1016,Salaries & Wages,Transaction for V00323,Completed,,REF71153,
TXN0069700,V00145,2023-09-26,Credit Memo,9.46,USD,1010,Retained Earnings,Transaction for V00145,Hold,INV126066,REF55119,
TXN0069701,V00302,2025-11-03,Credit Memo,2748.91,USD,1015,Consulting,Transaction for V00302,Hold,INV951539,REF97120,
TXN0069702,V00534,2024-11-24,Payment,170.51,USD,1031,Software Licenses,Transaction for V00534,Pending,INV933737,REF59491,
TXN0069703,V00291,2023-09-13,Credit Memo,38.37,USD,1014,Subscription Revenue,Transaction for V00291,Completed,INV895380,,
TXN0069704,V00279,2023-12-20,Refund,424.02,USD,1004,Prepaid Expenses,Transaction for V00279,Pending,INV530881,REF82366,
TXN0069705,V00526,2023-10-22,Expense,141.11,USD,1025,Depreciation,Transaction for V00526,Rejected,INV385486,,Data quality issue
TXN0069706,V00434,2023-04-29,Invoice,1401.5,USD,1026,Vendor Payments,Transaction for V00434,Rejected,INV246410,REF12003,
TXN0069707,V00514,2025-11-02,Expense,318.89,USD,1009,Common Stock,Transaction for V00514,Hold,INV305519,REF95466,
TXN0069708,V00278,2024-07-03,Refund,2840.52,USD,1021,Marketing,Transaction for V00278,Pending,INV245370,REF23116,
TXN0069709,V00254,2023-01-19,Credit Memo,10846.53,USD,1020,Travel,Transaction for V00254,Hold,INV350945,REF25716,
TXN0069710,V00138,2025-09-04,Payment,2861.39,USD,1016,Salaries & Wages,Transaction for V00138,Completed,INV856893,REF19207,
TXN0069711,V00240,2024-03-10,Payment,16.54,USD,1021,Marketing,Transaction for V00240,Completed,,REF28876,
TXN0069712,V00254,2023-04-29,Invoice,1492.13,USD,1027,Payroll Tax,Transaction for V00254,Pending,INV986488,REF63408,
TXN0069713,V00419,2023-07-21,Credit Memo,1143.5,USD,1012,Product Sales,Transaction for V00419,Hold,INV256176,REF99513,
TXN0069714,V00242,2024-12-31,Refund,306.02,USD,1008,Accrued Expenses,Transaction for V00242,Hold,INV913702,REF42855,
TXN0069715,V00135,2024-10-13,Expense,988.33,USD,1031,Software Licenses,Transaction for V00135,Pending,INV918590,REF73888,
TXN0069716,V00353,2023-04-12,Expense,175.99,USD,1001,Accounts Receivable,Transaction for V00353,Hold,INV858601,,
TXN0069717,V00270,2023-05-13,Credit Memo,176.98,USD,1031,Software Licenses,Transaction for V00270,Hold,INV479381,REF44367,
TXN0069718,V00378,2025-05-28,Expense,168.1,USD,1005,Accounts Payable,Transaction for V00378,Rejected,INV346429,REF66545,
TXN0069719,V00270,2025-08-28,Payment,37.51,USD,1021,Marketing,Transaction for V00270,Rejected,INV962167,REF13723,Data quality issue
TXN0069720,V00328,2024-06-26,Expense,13761.66,USD,1013,Service Revenue,Transaction for V00328,Rejected,INV551698,REF62877,
TXN0069721,V00033,2023-02-08,Payment,329.66,USD,1010,Retained Earnings,Transaction for V00033,Rejected,INV623062,REF79464,
TXN0069722,V00138,2023-03-22,Refund,2328.97,USD,1002,Inventory,Transaction for V00138,Completed,INV530361,,
TXN0069723,V00365,2023-01-19,Credit Memo,183.77,USD,1004,Prepaid Expenses,Transaction for V00365,Completed,INV848837,REF63940,
TXN0069724,V00422,2023-02-27,Expense,81.12,USD,1012,Product Sales,Transaction for V00422,Rejected,INV588832,REF26130,
TXN0069725,V00522,2024-07-11,Expense,249.3,USD,1027,Payroll Tax,Transaction for V00522,Pending,INV344751,REF97731,
TXN0069726,V00178,2024-12-05,Expense,967.54,USD,1005,Accounts Payable,Transaction for V00178,Pending,INV392553,REF53896,
TXN0069727,V00547,2023-10-01,Invoice,54.1,USD,1006,Short-term Debt,Transaction for V00547,Hold,INV683684,REF78202,
TXN0069728,V00335,2025-09-19,Credit Memo,252.98,USD,1014,Subscription Revenue,Transaction for V00335,Completed,INV899956,,
TXN0069729,V00120,2023-03-13,Refund,35.8,USD,1022,Maintenance,Transaction for V00120,Rejected,INV259525,REF85354,
TXN0069730,V00191,2025-11-02,Credit Memo,439.31,USD,1013,Service Revenue,Transaction for V00191,Rejected,INV293737,,
TXN0069731,V00416,2025-02-27,Invoice,18048.41,USD,1001,Accounts Receivable,Transaction for V00416,Hold,,REF26888,
TXN0069732,V00236,2023-11-21,Credit Memo,670.93,USD,1003,Equipment,Transaction for V00236,Hold,INV481910,REF89921,Data quality issue
TXN0069733,V00497,2024-09-29,Expense,19.71,USD,1001,Accounts Receivable,Transaction for V00497,Rejected,INV130293,REF23829,
TXN0069734,V00016,2023-04-17,Refund,71.19,USD,1008,Accrued Expenses,Transaction for V00016,Rejected,INV447406,,
TXN0069735,V00429,2023-07-03,Expense,18378.46,USD,1013,Service Revenue,Transaction for V00429,Hold,INV802975,REF90078,
TXN0069736,V00530,2024-03-05,Payment,1969.64,USD,1030,Research & Development,Transaction for V00530,Completed,INV635933,REF67526,
TXN0069737,V00163,2024-08-27,Expense,262.67,USD,1016,Salaries & Wages,Transaction for V00163,Rejected,,,
TXN0069738,V00408,2025-07-23,Expense,963.87,USD,1028,Benefits,Transaction for V00408,Completed,,REF52140,
TXN0069739,V00502,2024-03-13,Refund,362.01,USD,1011,Additional Paid-in Capital,Transaction for V00502,Hold,INV776187,,
TXN0069740,V00548,2023-01-07,Payment,84.81,USD,1021,Marketing,Transaction for V00548,Hold,,,
TXN0069741,V00245,2023-05-30,Credit Memo,1001.35,USD,1001,Accounts Receivable,Transaction for V00245,Rejected,INV333549,REF32624,
TXN0069742,V00235,2023-11-26,Expense,43.18,USD,1000,Cash,Transaction for V00235,Pending,INV138006,REF43801,
TXN0069743,V00022,2023-03-30,Expense,80.0,USD,1029,Shipping & Logistics,Transaction for V00022,Hold,INV718935,REF21171,
TXN0069744,V00160,2025-09-21,Expense,372.18,USD,1001,Accounts Receivable,Transaction for V00160,Hold,INV175821,,
TXN0069745,V00504,2023-02-25,Invoice,21.32,USD,1026,Vendor Payments,Transaction for V00504,Completed,INV816621,,
TXN0069746,V00145,2023-11-16,Credit Memo,163.61,USD,1009,Common Stock,Transaction for V00145,Rejected,,REF98280,
TXN0069747,V00438,2023-07-19,Expense,144.45,USD,1019,Office Supplies,Transaction for V00438,Hold,INV460217,,Data quality issue
TXN0069748,V00528,2025-03-17,Credit Memo,273.72,USD,1013,Service Revenue,Transaction for V00528,Pending,INV292722,REF95192,Data quality issue
TXN0069749,V00385,2025-12-08,Expense,181.86,USD,1028,Benefits,Transaction for V00385,Completed,INV565764,,
TXN0069750,V00429,2024-11-19,Credit Memo,158.05,USD,1030,Research & Development,Transaction for V00429,Pending,INV863998,,
TXN0069751,V00029,2024-01-23,Credit Memo,2264.26,USD,1031,Software Licenses,Transaction for V00029,Rejected,INV597471,REF75405,
TXN0069752,V00450,2025-11-13,Credit Memo,1109.43,USD,1027,Payroll Tax,Transaction for V00450,Completed,INV368463,REF32149,
TXN0069753,V00206,2023-10-17,Refund,4926.49,USD,1006,Short-term Debt,Transaction for V00206,Hold,INV736491,REF64935,
TXN0069754,V00192,2024-09-17,Refund,97.98,USD,1016,Salaries & Wages,Transaction for V00192,Hold,,REF87333,
TXN0069755,V00398,2023-03-13,Credit Memo,453.79,USD,1004,Prepaid Expenses,Transaction for V00398,Hold,INV883843,,
TXN0069756,V00254,2024-01-20,Expense,20700.34,USD,1009,Common Stock,Transaction for V00254,Pending,INV607188,REF32088,
TXN0069757,V00140,2024-09-16,Invoice,22031.55,USD,1018,Utilities,Transaction for V00140,Rejected,,,
TXN0069758,V00010,2024-07-08,Payment,2019.45,USD,1018,Utilities,Transaction for V00010,Rejected,INV603999,REF98736,
TXN0069759,V00394,2023-11-24,Expense,23.96,USD,1031,Software Licenses,Transaction for V00394,Completed,INV920676,REF26313,
TXN0069760,V00144,2024-06-07,Payment,177.98,USD,1008,Accrued Expenses,Transaction for V00144,Hold,,REF95232,
TXN0069761,V00364,2025-02-27,Refund,79.52,USD,1016,Salaries & Wages,Transaction for V00364,Pending,INV257055,,
TXN0069762,V00397,2024-12-20,Credit Memo,280.39,USD,1017,Rent,Transaction for V00397,Pending,INV928634,REF76659,
TXN0069763,V00203,2025-12-22,Credit Memo,2879.33,USD,1029,Shipping & Logistics,Transaction for V00203,Pending,INV187887,REF14163,
TXN0069764,V00542,2023-11-10,Invoice,9.2,USD,1012,Product Sales,Transaction for V00542,Pending,INV606270,REF66380,
TXN0069765,V00228,2025-04-04,Credit Memo,5256.09,USD,1020,Travel,Transaction for V00228,Rejected,INV188015,REF64605,
TXN0069766,V00232,2024-11-07,Invoice,176.78,USD,1008,Accrued Expenses,Transaction for V00232,Pending,INV508694,REF36908,
TXN0069767,V00188,2024-04-20,Payment,1477.93,USD,1016,Salaries & Wages,Transaction for V00188,Completed,INV493919,REF70654,Data quality issue
TXN0069768,V00171,2024-06-23,Credit Memo,13751.22,USD,1009,Common Stock,Transaction for V00171,Pending,INV715567,REF88224,Data quality issue
TXN0069769,V00235,2023-10-25,Invoice,560.7,USD,1009,Common Stock,Transaction for V00235,Hold,INV358269,REF37574,
TXN0069770,V00361,2025-05-15,Refund,2197.01,USD,1005,Accounts Payable,Transaction for V00361,Pending,INV790033,REF93311,
TXN0069771,V00131,2023-03-27,Credit Memo,113.46,USD,1001,Accounts Receivable,Transaction for V00131,Completed,INV161529,REF21981,Data quality issue
TXN0069772,V00061,2024-12-18,Expense,588.63,USD,1024,Professional Services,Transaction for V00061,Pending,,,
TXN0069773,V00425,2024-02-05,Expense,1073.2,USD,1030,Research & Development,Transaction for V00425,Hold,,REF48121,
TXN0069774,V00120,2024-10-13,Refund,229.52,USD,1007,Long-term Debt,Transaction for V00120,Rejected,INV821589,REF96446,
TXN0069775,V00434,2023-03-02,Expense,337.98,USD,1031,Software Licenses,Transaction for V00434,Completed,,,
TXN0069776,V00055,2025-02-18,Credit Memo,215.93,USD,1016,Salaries & Wages,Transaction for V00055,Rejected,INV244146,,
TXN0069777,V00254,2024-04-23,Payment,3445.47,USD,1031,Software Licenses,Transaction for V00254,Rejected,INV720070,REF87191,
TXN0069778,V00086,2024-03-03,Expense,528.77,USD,1018,Utilities,Transaction for V00086,Hold,INV361949,REF59750,
TXN0069779,V00364,2024-03-10,Expense,104.01,USD,1030,Research & Development,Transaction for V00364,Hold,INV327673,REF19021,
TXN0069780,V00140,2023-05-22,Refund,2549.1,USD,1028,Benefits,Transaction for V00140,Hold,INV497028,REF71572,Data quality issue
TXN0069781,V00245,2024-05-08,Invoice,4732.83,USD,1016,Salaries & Wages,Transaction for V00245,Pending,INV346763,REF86371,Data quality issue
TXN0069782,V00391,2023-08-28,Payment,12.6,USD,1014,Subscription Revenue,Transaction for V00391,Completed,,REF98371,
TXN0069783,V00397,2023-12-09,Expense,416.78,USD,1017,Rent,Transaction for V00397,Hold,,REF37140,
TXN0069784,V00420,2025-05-07,Payment,622.04,USD,1026,Vendor Payments,Transaction for V00420,Pending,INV331332,REF35150,
TXN0069785,V00302,2024-01-01,Expense,352.23,USD,1004,Prepaid Expenses,Transaction for V00302,Pending,INV816877,REF91186,
TXN0069786,V00120,2024-01-11,Invoice,36118.15,USD,1026,Vendor Payments,Transaction for V00120,Rejected,INV955615,,
TXN0069787,V00282,2023-04-08,Refund,31579.74,USD,1024,Professional Services,Transaction for V00282,Hold,INV890222,REF22973,
TXN0069788,V00120,2025-09-27,Expense,1413.54,USD,1018,Utilities,Transaction for V00120,Completed,INV169479,,
TXN0069789,V00364,2025-03-23,Credit Memo,459.81,USD,1024,Professional Services,Transaction for V00364,Hold,,REF34763,
TXN0069790,V00415,2025-07-24,Credit Memo,647.7,USD,1003,Equipment,Transaction for V00415,Hold,INV799593,REF58014,
TXN0069791,V00144,2023-09-03,Credit Memo,5312.27,USD,1007,Long-term Debt,Transaction for V00144,Pending,INV459263,REF49544,
TXN0069792,V00278,2023-10-08,Expense,639.41,USD,1025,Depreciation,Transaction for V00278,Rejected,INV655676,REF20224,
TXN0069793,V00345,2024-05-30,Expense,2377.72,USD,1025,Depreciation,Transaction for V00345,Rejected,INV480181,,
TXN0069794,V00116,2024-11-12,Payment,638.93,USD,1020,Travel,Transaction for V00116,Pending,,,
TXN0069795,V00424,2023-09-17,Refund,2675.4,USD,1006,Short-term Debt,Transaction for V00424,Completed,,REF13508,
TXN0069796,V00192,2025-04-14,Payment,2660.62,USD,1026,Vendor Payments,Transaction for V00192,Rejected,INV564109,,
TXN0069797,V00150,2024-02-13,Expense,1109.3,USD,1019,Office Supplies,Transaction for V00150,Hold,INV243919,REF85603,
